2015-04-30 06:05:33,358'INFO:Set logger---
2015-04-30 06:05:33,380'INFO:building_blocke : consolidated
2015-04-30 06:05:33,387'INFO:build_dep:alp=0
2015-04-30 06:05:33,387'INFO:building_blocks:getblock:got  0 as block_num
2015-04-30 06:05:33,387'INFO:binding_blocks:getblock: Returned data request for 0
2015-04-30 06:05:33,392'INFO:build_dep:Returned:    LEA R0, DataSegment

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    ADD R1, R1, 12

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    ADD R1, R1, -5

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    ADD R1, R1, 0

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    STR R1, R0, aacus

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    AND R2, R0, 4x0F

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,393'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    STR R2, R0, joiner

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    LDR R3, R0, DEEB

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    LDR R4, R0, LEAF

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,394'INFO:build_dep:Returned:    LDR R5, R0, D22D

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    LDR R6, R0, LIFE

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    ADD R3, R3, R4

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    ADD R3, R3, R3

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,395'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    STR R3, R0, calcx

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    AND R4, R5, R3

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    STR R4, R0, joiner

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    NOT R5, R5

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    NOP

2015-04-30 06:05:33,396'INFO:build_dep:Returned:    NOP

